#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-12-09T05:26:34 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5486873a2e45	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ5486873a2e45&-out.src=I/239/hip_main&Clear= Clear&-c.r=  2&-sort=_r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&Vmag=<6&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&-out=HD&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.add=_r&-out.add=_RAJ,_DEJ&-oc.form=sexa&-c.geom=r&-out.max=50&-out.form=HTML Table&undefined=CDS, France&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=Vmag
#Vmag=<6
#-out=Plx
#-out=HD
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Coosys	G:	galactic
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	_Glon	(F8.4)	Galactic longitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F8.4)	Galactic latitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	HD	(I6)	[1/359083]? HD number <III/135> (H71) [NULL integer written as an empty string]	[ucd=meta.id]
_Glon|_Glat|Vmag|Plx|HD
253.0802| -6.6332| 5.07|   2.63| 63465
186.7634| 25.5339| 5.14|   5.80| 62898
260.2454|-10.5571| 5.22|   1.95| 63578
230.3156|  6.6623| 5.48|  33.06| 63336
242.2460| -0.2076| 4.40|   1.32| 63462
260.7320|-10.6595| 4.69|  14.36| 63744
241.4697|  0.4945| 5.32|  10.16| 63660
269.2574|-14.9064| 5.57|   3.49| 64067
260.6091|-10.4227| 5.82|   1.70| 63949
272.8689|-16.6170| 5.78|  28.62| 64185
260.1797|-10.1854| 4.10|   1.66| 63922
250.4160| -4.6879| 5.94|   6.82| 63786
241.4550|  0.5731| 3.34|   2.42| 63700
248.7592| -3.6420| 5.61|   4.72| 63852
278.5163|-19.0797| 5.78|   7.12| 64484
234.9103|  4.5125| 5.17|  12.87| 63697
227.9472|  8.6237| 5.60|   2.32| 63752
263.9732|-11.9987| 5.89|  12.59| 64225
218.3194| 14.1983| 5.12|   7.76| 63975
238.5631|  2.9275| 5.62|  11.90| 64152
232.2707|  6.6211| 5.16|  59.98| 64096
255.3472| -6.8585| 3.71|   9.46| 64440
250.2648| -3.8827| 5.01|  55.48| 64379
233.1627|  6.2576| 5.69|   2.75| 64238
267.6149|-13.5387| 5.70|   2.23| 64722
253.8994| -5.9253| 4.49|   5.09| 64503
224.9442| 11.0258| 5.76|  24.45| 64235
251.7782| -4.5872| 5.44|   4.31| 64572
263.3799|-11.1936| 4.63|   4.53| 64740
262.0569|-10.4234| 4.22|   1.68| 64760
194.1902| 24.7023| 4.97|  12.82| 64145
251.4749| -4.1435| 5.48|   4.07| 64802
171.5010| 30.0154| 5.47|   6.42| 64144
270.4522|-14.6145| 5.62|   9.50| 65273
212.1612| 18.2375| 5.86|  26.21| 64685
201.4173| 22.7415| 5.38|   9.61| 64648
273.5033|-15.9423| 5.74|   2.62| 65662
266.6772|-12.3202| 3.46|   8.43| 65575
240.6421|  3.0730| 4.20|   6.49| 65228
258.3403| -7.5743| 5.36|   2.91| 65460
205.6244| 21.4514| 5.80|   7.06| 64960
258.9019| -7.8303| 5.08|   2.54| 65551
247.1039| -0.6526| 4.76|   2.26| 65456
273.3839|-15.6795| 5.59|  61.76| 65907
260.2304| -8.4899| 5.14|  10.87| 65685
263.4756|-10.2792| 4.47|   2.80| 65818
218.6956| 15.8819| 5.30|  12.33| 65345
273.9269|-15.8050| 5.77|   3.17| 66194
260.0207| -8.1294| 5.98|   3.03| 65904
241.2780|  3.2883| 5.09|   4.15| 65699
254.9561| -5.0095| 5.22|  17.28| 65925
273.7553|-15.6094| 5.19|   3.12| 66342
224.2381| 13.3862| 4.93|  13.06| 65695
237.1641|  5.9981| 4.61|  13.69| 65810
140.8628| 30.7304| 5.37|   4.66| 64307
276.5460|-16.9183| 4.81|   6.02| 66591
204.5022| 22.8844| 5.60|   4.52| 65759
268.0222|-12.3677| 5.87|   4.66| 66441
196.2331| 25.8240| 5.87|   2.90| 65714
222.3556| 14.8129| 4.69|   6.90| 65953
216.5752| 17.7390| 5.65|   9.42| 65900
158.2346| 31.9055| 5.78|  22.94| 65301
205.4272| 22.7099| 5.99|   6.91| 65873
253.4570| -3.5966| 5.90|   5.48| 66358
219.0677| 16.8003| 4.39|  12.49| 66141
257.0073| -5.5288| 5.52|   6.71| 66624
249.5208| -0.7941| 5.83|   6.29| 66598
193.8980| 27.1408| 4.94|  12.66| 66216
255.9759| -4.7056| 2.21|   2.33| 66811
249.8344| -0.6927| 5.25|   1.39| 66888
265.1898|-10.0631| 5.96|   2.40| 67249
134.4717| 29.9631| 5.39|   9.88| 64486
267.4205|-11.3024| 5.52|   8.29| 67364
209.1087| 22.1615| 5.14|  15.49| 66664
199.5803| 26.0458| 5.96|   5.21| 66875
260.7687| -7.0058| 5.04|   2.63| 67582
239.9341|  6.3580| 5.33|   2.67| 67456
243.1485|  4.4020| 2.83|  51.99| 67523
200.8100| 25.9940| 5.30|  42.86| 67228
281.6242|-18.5598| 4.35|   5.08| 68520
167.1920| 32.6543| 4.78|  14.96| 67006
224.7222| 15.6559| 4.36|   1.76| 67594
274.9736|-14.9548| 4.74|  46.75| 68456
239.0350|  7.3984| 4.40|   6.90| 67797
263.9227| -8.4543| 5.66|   3.75| 68161
236.5250|  9.0769| 5.66|   3.54| 67880
262.8026| -7.6858| 1.75|   3.88| 68273
270.3754|-12.2629| 5.66|   8.58| 68434
260.0743| -5.9564| 5.20|   2.87| 68217
263.3327| -7.9789| 5.23|   3.54| 68324
159.1738| 33.0439| 5.91|   5.82| 67224
196.8941| 27.8944| 5.73|  23.82| 67767
234.5634| 10.6092| 5.53|  44.47| 68146
263.9121| -8.0529| 5.83|   4.48| 68657
233.8848| 11.1910| 4.72|  17.64| 68290
256.4546| -3.2398| 4.44|   1.74| 68553
259.2947| -5.0634| 4.73|   0.70| 68601
229.3951| 13.9064| 5.36|  10.32| 68312
262.4409| -6.9596| 5.77|   2.23| 68808
205.3010| 25.5309| 4.67|  39.11| 68255
147.0140| 32.5277| 5.34|   3.07| 67447
192.5809| 29.7064| 5.62|   3.74| 68351
236.6266| 10.1071| 4.99|   2.65| 68752
253.5766| -0.8445| 4.78|   3.33| 68980
265.6025| -8.6542| 5.52|   4.33| 69194
262.8846| -6.9171| 5.14|   3.36| 69144
161.3142| 33.5782| 5.88|   6.59| 68077
253.9826| -0.9974| 5.09|   2.77| 69081
257.3483| -3.2093| 4.42|  10.50| 69142
253.3174| -0.4946| 5.77|  14.38| 69123
261.9834| -6.1713| 5.86|   3.61| 69302
276.7989|-15.1322| 5.16|  13.47| 69863
214.2531| 23.0477| 3.53|  11.23| 69267
157.5408| 33.9945| 5.63|  10.73| 68930
253.7479|  0.2141| 5.59|   7.90| 70002
279.3861|-16.2195| 5.06|  11.01| 70514
234.5609| 12.8244| 5.95|  79.48| 69830
289.8601|-21.6817| 4.05|  51.40| 71243
254.7767| -0.4210| 4.44|  35.06| 70060
153.9954| 33.9276| 5.73|   6.93| 69148
138.4657| 31.6065| 5.55|  11.18| 68375
284.8253|-19.0456| 5.33|   8.35| 71046
284.8244|-19.0276| 5.63|   8.25| 71066
195.7831| 30.4671| 5.13|  55.17| 69897
202.8461| 28.4488| 5.80|   6.39| 69994
159.7248| 34.4341| 5.89|  31.57| 69548
199.3346| 29.5876| 5.92|   7.78| 70011
290.4584|-21.8364| 4.34|  21.22| 71701
272.8694|-11.9124| 5.96|   1.37| 70839
254.9497|  0.1408| 5.18|   2.00| 70556
241.3342|  9.3841| 5.58|   7.25| 70442
252.1317|  2.0969| 4.83|   3.89| 70555
239.2935| 10.8659| 5.71|  11.40| 70523
286.6579|-19.8176| 5.28|   9.16| 71576
274.2856|-12.6009| 1.86|   5.16| 71129
264.9776| -6.4970| 4.79|   2.16| 70930
246.7721|  6.1598| 5.88|  -0.06| 70761
177.3894| 34.3362| 4.25|   8.39| 70272
230.6869| 16.4380| 5.92|   3.92| 70652
268.0454| -8.4857| 5.89|  13.68| 71043
205.6978| 28.2466| 5.94|   8.26| 70569
165.2104| 35.0450| 5.52|  19.46| 70313
293.8445|-23.2562| 5.67|  12.93| 72922
227.4944| 18.7390| 5.61|  36.75| 70958
244.3843|  8.3551| 5.67|   5.17| 71141
260.5029| -2.8884| 5.97|   1.05| 71302
245.1468|  7.8778| 5.32|   6.44| 71176
267.9426| -7.9310| 5.18|   4.84| 71510
222.1896| 21.8341| 5.74|   5.42| 71095
227.7791| 18.8920| 3.91|  26.09| 71155
280.2612|-15.8429| 3.77|  30.21| 71878
278.9201|-15.0135| 5.95|   9.11| 71863
260.0955| -2.3954| 5.45|   4.01| 71459
216.9588| 24.4247| 5.13|   9.08| 71115
237.5600| 13.1267| 5.96|   9.79| 71267
227.9589| 19.0214| 5.60|  18.83| 71297
195.4986| 32.0187| 5.58|   8.19| 71093
235.5947| 14.5867| 5.52|  12.17| 71377
211.9519| 26.7854| 5.56|   3.10| 71250
283.8582|-17.7989| 5.51|  11.43| 72337
269.2569| -8.4424| 5.08|  16.01| 71935
254.6046|  2.0305| 5.75|   3.26| 71801
210.5592| 27.8347| 5.94|  10.60| 71555
265.1429| -5.2807| 5.33|   1.99| 72108
262.0770| -3.0778| 5.82|   2.04| 72067
262.5703| -3.3596| 5.03|   0.47| 72127
263.9081| -4.2559| 5.98|   5.18| 72232
148.0734| 34.3018| 5.89|  10.12| 71088
155.9760| 35.4271| 3.35|  17.76| 71369
252.5065|  4.1773| 5.61|   2.73| 72227
200.1893| 31.9836| 5.71|  13.75| 72041
242.2726| 11.6450| 5.42|   8.56| 72310
206.7705| 29.9785| 5.33|   6.60| 72094
269.7490| -7.9653| 5.68|   3.57| 72737
204.3314| 31.0561| 5.33|  10.46| 72292
183.9546| 35.5390| 5.88|  15.53| 72184
258.2880|  0.7407| 5.92|   3.95| 72832
220.6817| 24.8754| 5.89|   0.60| 72561
227.2926| 21.5814| 5.80|  10.00| 72660
150.5235| 35.2053| 5.47|  20.63| 72037
267.3288| -5.7130| 5.01|   3.72| 73155
185.9644| 35.6390| 5.76|  10.17| 72524
274.1444|-10.5167| 5.27|   3.39| 73390
273.9714|-10.3842| 4.84|  14.21| 73389
232.7987| 18.8538| 5.72|  12.15| 72968
248.8242|  8.1826| 5.95|   3.89| 73072
219.1178| 26.2026| 5.91|  37.68| 72945
268.2666| -6.1761| 5.79|   6.99| 73340
216.2187| 27.8264| 5.92|   7.07| 73143
278.1500|-12.9888| 5.45|   9.74| 73887
262.0528| -1.1410| 4.11|   2.27| 73634
220.2551| 26.1817| 4.14|  18.21| 73262
248.6634|  8.9617| 5.24|  13.49| 73495
190.5087| 35.6885| 5.96|   8.88| 73192
164.8911| 37.2122| 5.66|  13.55| 73017
222.7136| 25.3144| 4.45|   9.25| 73471
284.6803|-17.1162| 5.19|  13.64| 74405
245.8899| 11.3140| 5.05|  50.20| 73752
150.5520| 35.7043| 5.63|  70.07| 72905
165.7466| 37.3916| 5.91|   8.21| 73171
270.5859| -7.2192| 5.45|   7.23| 74071
251.5876|  7.3140| 4.86|  13.83| 73898
270.3270| -6.9203| 5.18|   7.61| 74146
237.4017| 17.3368| 4.98|   7.78| 73840
256.2364|  3.9020| 3.97|   8.40| 74006
151.3589| 35.9570| 4.59|  12.92| 73108
270.3257| -6.8569| 5.56|   6.91| 74196
270.2508| -6.8002| 3.60|   6.59| 74195
260.1935|  0.9133| 5.20|  11.63| 74067
264.1231| -2.0605| 5.67|   3.43| 74167
275.8222|-10.8598| 4.31|   2.31| 74375
265.2823| -2.9457| 3.77|   1.05| 74180
174.4226| 37.7635| 5.35|  18.11| 73593
267.1345| -4.2723| 5.90|   2.03| 74273
265.8740| -3.2741| 4.74|   1.72| 74272
292.4025|-21.6511| 5.46|  10.32| 75416
240.6272| 15.7139| 4.87|  15.98| 74137
264.4435| -2.0059| 5.20|   1.21| 74371
266.6016| -3.6135| 5.48|   1.93| 74455
270.5793| -6.6662| 5.49|   6.75| 74535
270.6002| -6.6620| 4.83|   6.80| 74560
213.8014| 30.4611| 5.62|   3.17| 74228
223.2510| 26.3205| 4.30|   6.99| 74280
204.1654| 33.7272| 4.66|  20.58| 74198
254.9931|  5.7696| 3.68|   3.86| 74575
268.1062| -4.4920| 5.15|   2.15| 74753
233.2898| 20.9702| 4.63|   5.40| 74395
262.5435|  0.0461| 4.05|  14.27| 74772
208.0253| 32.8990| 3.94|  23.97| 74442
272.0785| -7.3708| 1.93|  40.90| 74956
216.7106| 29.7106| 5.63|   8.00| 74521
258.2819|  3.5307| 5.74|   2.28| 74824
293.0182|-21.7587| 5.79|   5.83| 76236
265.3801| -1.8375| 3.87|   2.10| 75063
228.8614| 24.2141| 5.70|  11.71| 74794
239.2474| 18.0074| 4.32|  14.38| 74918
265.3316| -1.6916| 5.43|   0.99| 75149
195.8832| 36.5436| 4.03|  10.94| 74739
273.8957| -8.4141| 4.50|   5.97| 75311
220.7185| 28.5233| 3.38|  24.13| 74874
214.8436| 31.0550| 5.89|  16.38| 74873
228.8901| 24.5512| 5.28|   9.61| 74988
265.6086| -1.7347| 5.71|   0.90| 75276
221.5219| 28.6185| 4.35|   9.67| 75137
230.6399| 24.1936| 5.30|   7.45| 75333
261.3443|  2.2721| 5.47|   2.05| 75630
265.2231| -0.8647| 4.94|   3.94| 75710
255.4923|  7.0523| 5.19|  14.26| 75605
252.8977|  9.1521| 5.86|   3.47| 75629
251.5713| 10.3250| 4.02|  15.63| 75691
266.2520| -1.5362| 5.09|   1.21| 75821
282.2773|-14.1748| 5.34|  19.04| 76143
234.3906| 22.6432| 5.55|   6.68| 75737
274.9967| -8.4309| 5.59|   4.55| 76113
177.1923| 39.6425| 5.15|  11.91| 75506
179.4306| 39.6154| 5.98|   6.80| 75556
175.1322| 39.7108| 5.96|   6.06| 75523
191.6439| 38.5697| 5.67|  16.01| 75698
196.7943| 37.7002| 5.96|  79.80| 75732
267.8883| -2.4299| 5.92|   3.00| 76161
260.4962|  3.7549| 5.79|   3.72| 76110
153.8331| 37.9298| 5.72|  11.45| 75486
277.3216| -9.9184| 5.78|   2.37| 76538
267.3731| -1.7384| 5.31|  12.49| 76360
194.1094| 38.5486| 5.40|   8.93| 75959
277.6482| -9.9834| 3.84|  10.45| 76728
273.2339| -6.3548| 5.70|  41.41| 76653
244.5380| 16.9706| 5.75|   7.67| 76376
222.3430| 30.1988| 3.11|  21.64| 76294
252.2506| 11.2061| 4.87|  14.40| 76483
197.4960| 38.2588| 5.23|   5.68| 76219
216.4460| 32.8509| 5.44|   5.60| 76351
271.6158| -4.7861| 4.68|   8.68| 76805
181.8394| 40.3269| 5.90|  13.81| 76292
243.4580| 18.1513| 5.95|   4.42| 76579
150.4846| 37.6037| 5.57|  10.59| 75958
298.8505|-24.8156| 5.43|  20.73| 79837
174.7085| 40.5218| 5.72|  14.21| 76291
191.3000| 39.5511| 5.44|  16.73| 76398
276.6957| -8.8979| 4.93|   5.25| 77002
212.5341| 34.6372| 5.22|  20.39| 76543
212.2817| 34.8116| 5.68|  20.30| 76582
268.6174| -1.8992| 5.88|   3.04| 77020
216.5098| 33.5170| 4.26|  18.79| 76756
243.3005| 18.9111| 5.80|  46.90| 76932
267.7078| -0.9048| 5.17|  14.77| 77140
171.5116| 40.8372| 3.12|  68.32| 76644
276.7860| -8.5658| 5.17|  38.20| 77370
192.0525| 40.0063| 5.23|  10.19| 76813
263.3333|  3.1818| 4.45|  16.19| 77258
179.8033| 41.1829| 3.96|  60.86| 76943
278.3493| -9.6514| 5.80|   2.59| 77615
284.4497|-14.5553| 5.89|   4.28| 77887
263.9488|  2.9574| 5.56|   6.92| 77475
192.3552| 40.3642| 5.89|   6.40| 77104
271.7499| -3.8113| 5.23|   7.46| 77653
229.6775| 28.4285| 5.64|   5.32| 77353
282.7121|-13.0051| 4.00|  26.24| 78045
146.6295| 37.2319| 4.74|  11.35| 76827
202.3143| 38.8967| 5.45|   7.14| 77350
221.9398| 32.4448| 5.85|   4.91| 77445
172.6273| 41.6333| 3.57|   7.71| 77327
163.1979| 40.8642| 5.74|   9.69| 77309
268.1982| -0.1405| 3.75|  10.55| 78004
287.8249|-16.7702| 4.47|   7.18| 78791
170.7618| 41.8275| 5.48|   9.37| 77601
286.1908|-15.4296| 4.66|   3.02| 78764
224.6867| 32.1053| 4.99|   2.69| 77996
184.3306| 42.1450| 4.56|   4.81| 77912
218.9855| 35.0620| 5.23|   6.74| 78316
265.9350|  2.8211| 2.23|   5.69| 78647
196.0747| 41.2749| 5.42|  12.56| 78235
252.6444| 14.5208| 4.62|   6.69| 78541
147.2747| 38.0257| 5.15|   6.54| 77800
238.2930| 25.3413| 5.60|   3.63| 78556
200.0365| 40.7795| 5.95|  31.98| 78418
190.5281| 42.1554| 5.95|  52.25| 78366
166.5699| 42.0158| 4.46|  34.12| 78209
246.7409| 19.5126| 5.73|  12.52| 78702
241.7028| 23.2072| 5.76|   7.09| 78668
205.8605| 39.6543| 5.16|   8.57| 78515
238.6131| 25.4045| 5.47|   5.08| 78732
256.4186| 11.8777| 5.59|  15.35| 78922
146.8758| 38.1130| 4.80|  48.87| 78154
151.2057| 39.4234| 4.67|  26.79| 78362
277.6907| -7.3726| 3.43|   7.79| 79351
267.3648|  2.2514| 4.99|  -0.26| 79186
280.2162| -9.6056| 3.96|   6.53| 79447
268.6751|  1.1395| 5.78|   2.85| 79275
248.3666| 19.1479| 5.72|  10.85| 79181
266.6251|  3.2976| 5.56|   5.23| 79416
278.1934| -7.4921| 5.54|   6.87| 79698
285.9789|-14.4072| 1.67|  29.34| 80007
269.4600|  0.8713| 5.92|   5.88| 79621
177.8613| 43.6082| 5.30|   5.69| 79158
267.2144|  3.1443| 5.85|   6.26| 79694
275.5042| -4.7237| 5.26|   5.11| 79846
153.6240| 40.4672| 5.18|  51.12| 79028
228.7713| 32.5295| 3.89|  25.34| 79469
266.5822|  3.8133| 5.24|   5.86| 79735
262.5506|  7.7593| 5.85|   5.20| 79807
215.0676| 38.4898| 5.36|   4.65| 79554
189.7281| 43.5558| 5.98|   7.17| 79452
263.3496|  7.1888| 4.92|  14.49| 79917
262.5214|  8.0043| 4.63|  19.69| 79940
159.5224| 41.9792| 5.28|   4.79| 79354
139.9920| 36.1396| 5.93|  11.21| 78935
163.0831| 42.6646| 4.80|  27.55| 79439
277.1186| -5.8952| 4.34|   6.08| 80230
267.5803|  3.3518| 5.12|   0.81| 80108
239.7259| 26.8461| 5.49|   4.73| 79931
237.5447| 28.2533| 5.24|  11.70| 79910
264.1367|  6.8030| 5.31|   9.18| 80170
278.4592| -7.0111| 2.21|   4.71| 80404
244.8972| 23.3706| 5.83|   8.37| 80050
285.4431|-13.4493| 5.38|  29.83| 80671
290.2359|-17.5949| 5.28|   4.52| 80951
290.1121|-17.4874| 5.86|  12.37| 80950
172.8228| 44.0223| 5.96|   8.89| 79763
272.6433| -1.1769| 5.26|   7.57| 80456
188.8080| 44.2785| 5.94|   6.46| 80024
273.0737| -1.4663| 5.83|   0.17| 80558
186.8098| 44.4712| 3.82|  26.75| 80081
246.3626| 23.0294| 5.79|   8.14| 80479
243.1003| 25.4905| 4.77|  10.20| 80499
241.0844| 27.1083| 4.80|  13.39| 80586
281.0597| -8.8496| 4.79|  14.65| 81101
190.2354| 44.7228| 3.14|  14.69| 80493
254.8071| 16.7150| 4.71|   6.25| 80874
159.2874| 42.7696| 5.79|   6.84| 80390
276.2110| -3.9224| 5.61|  11.84| 81157
266.7972|  5.5129| 5.56|   5.77| 81034
275.8823| -3.5374| 2.47|   6.05| 81188
269.5964|  2.8557| 5.74|   5.72| 81136
257.2592| 15.0385| 4.71|  17.92| 81169
280.7782| -8.0561| 5.99|   9.67| 81613
295.1729|-21.2245| 5.34|  17.69| 82554
201.7619| 44.1260| 4.47|  15.28| 81146
237.8427| 30.7330| 5.60|   4.83| 81420
281.1087| -8.1564| 5.77|  13.79| 81830
275.1757| -1.9439| 5.09|   7.72| 81848
288.2150|-14.8459| 5.46|  16.23| 82350
252.9381| 20.1403| 4.72|  18.53| 81799
241.4882| 29.0454| 1.99|  18.40| 81797
239.1444| 30.6474| 5.38|  32.01| 81809
223.6572| 38.8963| 5.40|  29.05| 81858
224.6441| 38.4952| 5.72|   6.29| 81873
284.7364|-11.3033| 5.90|  12.17| 82406
174.2262| 46.0749| 5.40|  11.33| 81688
281.6177| -8.1146| 5.91|   6.76| 82347
236.2306| 32.8569| 4.59|  58.48| 81997
251.9993| 21.5433| 5.66|   3.57| 82077
263.3870| 10.9583| 4.51|   4.66| 82150
256.6360| 17.6614| 5.49|   4.27| 82205
274.3086| -0.1984| 5.45|   7.85| 82419
247.9876| 25.1863| 5.86|  13.11| 82232
279.0407| -5.1503| 5.88|   3.08| 82536
266.7768|  7.9100| 3.60|  53.89| 82434
191.5607| 46.6448| 5.87|   6.33| 82087
260.6954| 14.0726| 5.75|   8.76| 82383
278.2087| -4.1078| 3.16|  13.72| 82668
150.6399| 41.7431| 3.65|  43.20| 81937
260.8023| 14.1997| 5.91|   8.71| 82513
189.4723| 46.9273| 5.39|   7.48| 82198
263.5593| 11.4538| 5.86|  11.44| 82514
289.5544|-15.6415| 5.46|   4.12| 83095
206.6929| 44.8641| 4.32|   9.69| 82308
221.5612| 40.6785| 4.99|  13.67| 82395
223.4180| 39.9672| 5.07|   6.76| 82381
235.1538| 34.3427| 4.54|   7.11| 82446
267.1289|  7.9893| 5.35|   8.36| 82694
251.4582| 22.9954| 5.74|   9.28| 82573
165.4597| 45.6518| 3.17|  74.15| 82328
246.6956| 26.9976| 5.95|   3.96| 82660
252.9710| 21.9803| 5.02|   9.76| 82734
254.3753| 20.8185| 5.92|  10.98| 82747
273.0265|  2.0397| 5.12|   3.40| 82984
295.5743|-21.0438| 5.07|   6.05| 83979
274.5950|  0.4246| 5.01|   3.50| 83058
187.6081| 47.5342| 4.54|  18.52| 82635
280.0208| -5.4267| 4.08|   1.65| 83183
142.5489| 38.9307| 4.54|  30.89| 82210
240.1817| 32.0850| 5.56|   4.79| 82870
164.8344| 45.8507| 4.47|  12.21| 82621
139.9257| 37.7424| 5.77|  20.06| 82189
182.8249| 47.7053| 4.81|  14.23| 82741
188.4951| 47.8038| 5.40|  89.45| 82885
195.4098| 47.6276| 5.57|   6.87| 83069
273.6354|  2.1197| 4.34|  30.35| 83446
256.8395| 19.7055| 5.68|  11.14| 83332
215.9065| 43.9119| 5.73|   3.42| 83189
130.6517| 32.6530| 4.28|   3.03| 81817
261.9070| 14.8106| 5.62|  12.19| 83380
276.5606| -1.0512| 5.44|  13.95| 83520
227.5219| 39.7286| 5.00|  14.45| 83240
264.7164| 12.0029| 5.96|   9.67| 83441
269.6530|  6.8405| 5.51|   6.73| 83548
181.8626| 48.3118| 5.28|  26.05| 83287
230.1566| 38.8800| 4.68|  11.90| 83425
281.8908| -6.5729| 4.51|  14.57| 83944
145.1460| 40.5934| 5.96|   6.00| 83126
236.4893| 35.9806| 3.90|  11.83| 83618
248.7137| 27.8094| 5.07|   6.33| 83754
279.7939| -3.9545| 5.30|  14.85| 84121
279.3485| -3.3812| 5.80|   9.00| 84152
224.6003| 42.0561| 3.52|  24.12| 83808
256.2853| 21.5997| 4.76|   6.56| 83953
195.4284| 48.6754| 5.90|   3.46| 83787
278.0834| -1.7691| 5.99|   1.21| 84228
182.5354| 49.0339| 5.61|   9.59| 83805
256.6990| 21.5242| 4.93|  67.19| 84117
142.7579| 39.8170| 5.72|   6.81| 83489
139.4532| 38.2344| 5.15|   7.38| 83506
197.4730| 48.9285| 5.64|  20.48| 84107
277.4292| -0.5870| 5.56|   9.19| 84461
219.8901| 44.4410| 5.36|   4.57| 84194
259.8912| 19.0584| 4.78|   8.49| 84367
283.1990| -7.0038| 3.69|   2.16| 84810
206.8169| 48.2045| 2.97|  13.01| 84441
229.1422| 41.5856| 5.80|   3.13| 84542
292.9418|-17.6480| 5.43|  17.05| 85396
223.0672| 44.0751| 5.67|   4.65| 84561
234.6314| 38.9930| 5.65|  11.92| 84607
271.8466|  6.6685| 5.58|   2.27| 84816
157.1517| 45.8196| 5.09|   5.86| 84335
285.0385| -8.8197| 2.92|   2.01| 85123
172.7805| 49.4330| 5.08|  54.26| 84737
267.2975| 12.7929| 5.95|   8.01| 85206
272.9465|  6.3087| 5.09|   3.81| 85355
273.8143|  5.4633| 5.72|   5.46| 85483
283.8563| -6.7656| 5.56|   3.40| 85656
154.3097| 45.5729| 3.78|  28.35| 84999
281.7700| -4.1757| 5.79|   4.37| 85655
273.4271|  6.1044| 5.62|   9.74| 85563
251.2351| 29.4442| 4.11|  11.92| 85444
273.6989|  5.8686| 4.58|   3.01| 85622
206.4180| 49.6921| 5.29|  24.90| 85376
160.8680| 47.6978| 4.55|   7.47| 85235
245.5651| 34.1696| 5.07|  12.47| 85558
204.0451| 50.2463| 3.88|  24.52| 85503
231.3211| 42.8000| 5.90|   2.33| 85709
276.8698|  2.5101| 5.95|   1.91| 85953
260.3114| 21.9218| 4.87|   9.71| 85859
273.2545|  7.1375| 5.72|   3.86| 85980
276.4340|  3.3173| 5.71|  10.22| 86087
255.2374| 27.0854| 4.94|   4.62| 85951
166.6515| 49.6338| 5.27|  14.65| 85795
228.2554| 44.9016| 5.85|   4.84| 86080
265.9266| 16.6076| 5.83|   6.80| 86267
279.3462|  0.1052| 3.52|   1.69| 86440
155.9037| 47.0174| 5.97|   6.99| 85945
180.0749| 51.8870| 5.11|  34.61| 86146
224.1014| 46.9465| 5.26|   6.16| 86360
137.9351| 38.7971| 5.86|   8.81| 85841
267.9368| 14.9977| 5.23|  30.67| 86629
198.7030| 52.3374| 5.75|  10.05| 86513
156.4766| 47.6047| 5.50|   6.39| 86378
230.0094| 45.2619| 4.68|   6.21| 86663
297.2762|-21.2936| 5.53|   8.17| 87971
195.0139| 52.8547| 5.37|  67.14| 86728
283.4533| -4.1247| 5.93|   1.02| 87283
211.1713| 51.4798| 5.68|   2.06| 87015
261.0010| 24.6755| 5.70|  12.76| 87427
160.0330| 49.4590| 5.71|  21.15| 87141
252.4608| 33.0552| 4.60|  11.77| 87504
276.1745|  6.7337| 5.06|  12.63| 87783
256.1934| 30.4489| 5.59|   9.50| 87808
219.5301| 50.7501| 3.48|   1.53| 87737
189.4717| 54.2599| 4.49|  35.78| 87696
228.9459| 47.8864| 4.39|  11.89| 87837
241.1094| 42.0658| 4.48|  11.35| 87887
226.4278| 48.9347| 1.36|  42.09| 87901
